date,value
2024-10-14,141578137
2024-10-15,141530093
2024-10-16,141544132
2024-10-17,141540604
2024-10-18,141553153
2024-10-19,141587911
2024-10-20,141652929
2024-10-21,141663487
2024-10-22,141675884
2024-11-23,140522251
2024-11-24,140484805
2024-11-26,140632347
2024-11-27,140713797
2024-11-28,140871305
2024-11-29,140952233
2024-11-30,141129614
2024-12-01,141327031
2024-12-02,141886809
2024-12-03,141820854
2024-12-04,141590652
2024-12-07,141838617
2024-12-08,142049048
2024-12-09,142335540
2024-12-10,142486956
2024-12-11,142997128
2024-12-12,143053953
2024-12-13,143289124
2024-12-14,143524538
2024-12-15,143740447
2024-12-16,143942195
2024-12-17,144232406
2024-12-19,144785872
2024-12-20,145187788
2024-12-21,145265172
2024-12-22,145428367
2024-12-24,145769943
2024-12-25,146000353
2024-12-26,146205911
2024-12-27,146441261
2024-12-28,146662281
2024-12-29,146864161
2024-12-30,147107852
2024-12-31,147413650
2025-01-02,147691808
2025-01-03,147762039
2025-01-04,147938676
2025-01-06,148138909
2025-01-07,148288894
2025-01-09,148676354
2025-01-10,148800521
2025-01-12,149314136
2025-01-13,149364369
2025-01-14,149619023
2025-01-16,150209856
2025-01-17,150586301
2025-01-18,151102146
2025-01-19,151475156
2025-01-21,152308911
2025-01-22,152751220
2025-01-23,153128709
2025-01-24,153290052
2025-01-25,153700265
2025-01-26,153792735
2025-01-27,153961322
2025-01-29,154441471
2025-01-30,154670709
2025-01-31,154861203
2025-02-01,155029587
2025-02-02,155230122
2025-02-03,155327025
2025-02-04,155610169
2025-02-05,155733133
2025-02-06,155846234
2025-02-07,155974754
2025-02-09,156221372
2025-02-10,156341747
2025-02-11,156540104
2025-02-12,156625475
2025-02-13,156717077
2025-02-14,156845411
2025-02-15,157003644
2025-02-16,157147165
2025-02-17,157302216
2025-02-19,157529399
2025-02-20,157665142
2025-02-21,157804458
2025-02-22,158013899
2025-02-23,158267253
2025-02-24,158477985
2025-02-25,158634852
2025-02-26,158793660
2025-02-27,158914094
2025-02-28,159042188
2025-03-01,159197159
2025-03-02,159314989
2025-03-03,159584298
2025-03-04,159710659
2025-03-05,159908063
2025-03-06,160091215
2025-03-07,160256171
2025-03-08,160333004
2025-03-09,160473280
2025-03-11,160664726
2025-03-12,160871857
2025-03-13,160960589
2025-03-14,161074284
2025-03-15,161173662
2025-03-16,161290676
2025-03-18,161524707
2025-03-19,161712151
2025-03-20,161752878
2025-03-22,161997508
2025-03-23,162073343
2025-03-24,162149545
2025-03-25,162248938
2025-03-26,162340982
2025-03-27,162442216
2025-03-31,162880850
2025-04-01,162994417
2025-04-05,163397326
2025-04-06,163373985
2025-04-07,163410456
2025-04-08,163484646
2025-04-09,163628924
2025-04-10,163667985
2025-04-11,163699331
2025-04-12,163826918
2025-04-14,163880338
2025-04-16,163992342
2025-04-17,164053843
2025-04-18,164126380
2025-04-20,164242108
2025-04-24,164387752
2025-04-25,164382817
2025-04-26,164462654
2025-04-27,164518717
2025-04-28,164613337
2025-04-29,164671860
2025-04-30,164702252
2025-05-01,164755087
2025-05-02,164823527
2025-05-03,164853176
2025-05-04,164915779
2025-05-05,164961752
2025-05-06,164973520
2025-05-07,164972499
2025-05-08,164965958
2025-05-10,164923419
2025-05-11,164917701
2025-05-12,164931171
2025-05-13,164983941
2025-05-14,165059253
2025-05-15,165116236
2025-05-16,165158944
2025-05-17,165282974
2025-05-18,165277300
2025-05-19,165348364
2025-05-20,165380834
2025-05-21,165438581
2025-05-22,165454231
2025-05-23,165533766
2025-05-24,165565396
2025-05-28,165750672
2025-05-30,165794297
2025-06-01,165899365
2025-06-02,165921755
2025-06-03,165962363
2025-06-04,166016104
2025-06-05,166054469
2025-06-06,166102094
2025-06-07,166122864
2025-06-09,166231391
2025-06-10,166247022
2025-06-11,166316110
2025-06-12,166324881
2025-06-13,166406917
2025-06-14,166516149
2025-06-15,166583003
2025-06-16,166666244
2025-06-17,166720906
2025-06-18,166822070
2025-06-19,166887838
2025-06-20,166936577
2025-06-21,166949428
2025-06-22,166960542
2025-06-24,167003399
2025-06-25,167009373
2025-06-28,167150142
2025-06-29,167230694
2025-06-30,167278614
2025-07-01,167373519
2025-07-02,167505871
2025-07-03,167589885
2025-07-04,167584285
2025-07-05,167652798
2025-07-06,167741286
