date,value
2025-02-02,1021421231
2025-02-03,1020957677
2025-02-04,1021958133
2025-02-05,1022757925
2025-02-06,1023382261
2025-02-07,1024105489
2025-02-09,1025280244
2025-02-10,1025897639
2025-02-11,1027388207
2025-02-12,1027771639
2025-02-13,1028369745
2025-02-14,1029050640
2025-02-15,1029949516
2025-02-16,1031252041
2025-02-17,1031819942
2025-02-19,1032516630
2025-02-20,1033336532
2025-02-21,1033891313
2025-02-22,1035588845
2025-02-23,1036788677
2025-02-24,1037778951
2025-02-25,1038784995
2025-02-26,1039517688
2025-02-27,1039684026
2025-02-28,1040214351
2025-03-01,1041455619
2025-03-02,1042070367
2025-03-03,1043641902
2025-03-04,1044287267
2025-03-05,1045473310
2025-03-06,1046705734
2025-03-07,1048039744
2025-03-08,1048845438
2025-03-09,1049513633
2025-03-11,1051076786
2025-03-12,1052071489
2025-03-13,1052595636
2025-03-14,1053814091
2025-03-15,1054636145
2025-03-16,1055482857
2025-03-18,1056931917
2025-03-19,1057881850
2025-03-20,1058189553
2025-03-22,1059301120
2025-03-23,1060047663
2025-03-24,1060630975
2025-03-25,1061494948
2025-03-26,1061907990
2025-03-27,1062402073
2025-03-31,1065433549
2025-04-01,1066079130
2025-04-05,1068350699
2025-04-06,1068291222
2025-04-07,1068373119
2025-04-08,1069051157
2025-04-09,1069659702
2025-04-10,1070108031
2025-04-11,1070951576
2025-04-12,1071757554
2025-04-14,1072703933
2025-04-16,1073694763
2025-04-17,1074307086
2025-04-18,1074826348
2025-04-20,1075616000
2025-04-24,1078076689
2025-04-25,1078257726
2025-04-26,1078949301
2025-04-27,1079246978
2025-04-28,1079739697
2025-04-29,1080535996
2025-04-30,1081395784
2025-05-01,1082072359
2025-05-02,1082447168
2025-05-03,1083205964
2025-05-04,1083674104
2025-05-05,1084125216
2025-05-06,1084589819
2025-05-07,1084985031
2025-05-08,1085208405
2025-05-10,1085539178
2025-05-11,1085566382
2025-05-12,1085693917
2025-05-13,1086287709
2025-05-14,1086940531
2025-05-15,1087222755
2025-05-16,1088147008
2025-05-17,1088836278
2025-05-18,1089404239
2025-05-19,1089924696
2025-05-20,1090301717
2025-05-21,1090956553
2025-05-22,1091492876
2025-05-23,1091965548
2025-05-24,1092574360
2025-05-28,1094292349
2025-05-30,1095268298
2025-06-01,1096462404
2025-06-02,1096564902
2025-06-03,1097190535
2025-06-04,1097399685
2025-06-05,1097778736
2025-06-06,1098256541
2025-06-07,1098593556
2025-06-09,1098798195
2025-06-10,1099177196
2025-06-11,1099733877
2025-06-12,1100334249
2025-06-13,1101374977
2025-06-14,1101975147
2025-06-15,1102768768
2025-06-16,1103499690
2025-06-17,1103769294
2025-06-18,1103888701
2025-06-19,1104543617
2025-06-20,1105210390
2025-06-21,1105903601
2025-06-22,1106259588
2025-06-24,1107692784
2025-06-25,1107851479
2025-06-28,1109690697
2025-06-29,1110188492
2025-06-30,1110548215
2025-07-01,1111044737
2025-07-02,1112754672
2025-07-03,1113867582
2025-07-04,1114898568
2025-07-05,1115266953
2025-07-06,1115972987
2025-07-08,1117578141
2025-07-09,1118367681
2025-07-12,1121674204
2025-07-14,1124716174
2025-07-16,1126642058
2025-07-17,1127058013
2025-07-20,1129182969
2025-07-21,1128115164
2025-07-23,1128878002
2025-07-24,1129121440
2025-07-28,1133088214
2025-07-29,1134100563
2025-07-30,1135354072
2025-07-31,1136285886
2025-08-01,1137371495
2025-08-02,1138261584
2025-08-03,1139171935
2025-08-04,1139757703
2025-08-05,1140209217
2025-08-06,1140331136
2025-08-07,1141046367
2025-08-08,1141781793
2025-08-09,1142545749
2025-08-10,1143034816
2025-08-11,1143619241
2025-08-12,1144034088
2025-08-13,1144716265
2025-08-15,1145889562
2025-08-16,1145901726
2025-08-17,1146303657
2025-08-20,1147636924
2025-08-21,1148408758
2025-08-23,1148876579
2025-08-24,1149414464
2025-08-26,1150725725
2025-08-27,1150825140
2025-08-28,1151064512
2025-08-29,1151949731
2025-08-30,1152014426
2025-09-01,1152879481
2025-09-02,1153466524
2025-09-04,1154729004
2025-09-07,1155845187
2025-09-08,1156053425
2025-09-10,1157537073
2025-09-11,1157826380
2025-09-12,1158757333
2025-09-13,1159184788
2025-09-14,1159977354
2025-09-15,1160631518
2025-09-16,1161519295
2025-09-18,1163189275
2025-09-19,1164049549
2025-09-21,1165398766
2025-09-22,1165810304
2025-09-23,1166137754
2025-09-25,1167512519
2025-09-27,1169078568
2025-09-28,1169399411
2025-09-29,1170125481
2025-09-30,1171029217
2025-10-01,1171599565
2025-10-02,1172201623
2025-10-03,1172159069
2025-10-04,1172554837
2025-10-05,1172782560
2025-10-08,1174816107
2025-10-09,1175047856
2025-10-11,1177275616
2025-10-16,1182236865
2025-10-17,1182036039
2025-10-18,1182843292
2025-10-20,1185282189
2025-10-21,1186684284
2025-10-23,1189081623
2025-10-25,1191010172
2025-10-27,1192918122
2025-11-02,1197624424
2025-11-03,1197840082
2025-11-04,1198147317
2025-11-05,1198376557
2025-11-06,1199634344
2025-11-07,1200331797
2025-11-08,1201207361
2025-11-09,1201580194
2025-11-10,1201935997
2025-11-11,1203070618
2025-11-12,1203907810
2025-11-13,1204828316
2025-11-14,1205795516
2025-11-15,1206824269
2025-11-16,1208141218
2025-11-17,1209083841
2025-11-18,1209664051
2025-11-19,1210691466
2025-11-20,1211551816
2025-11-21,1212843644
2025-11-22,1214031148
2025-11-23,1215268922
