date,value,x
2024-05-17,2129324424,1715979500000
2024-05-18,2129857850,1716052331000
2024-05-19,2129506797,1716102700000
2024-05-23,2130364748,1716445812000
2024-05-24,2130260274,1716520121000
2024-05-25,2129266442,1716652251000
2024-05-27,2129603389,1716822901000
2024-06-18,2127945183,1718716632000
2024-06-20,2127517766,1718918592000
2024-06-21,2127404973,1719011992000
2024-06-22,2127604978,1719066332000
2024-06-25,2128978122,1719321682000
2024-06-26,2129141403,1719412540000
2024-06-28,2130562513,1719576350000
2024-06-30,2130827835,1719706680000
2024-07-03,2131518138,1720011942000
2024-07-05,2130950067,1720197500000
2024-07-06,2130861236,1720294450000
2024-07-07,2131394954,1720395450000
2024-07-09,2131554702,1720552540000
2024-07-10,2130964043,1720646971000
2024-07-11,2130558190,1720703432000
2024-07-17,2133135892,1721221691000
2024-07-18,2133425032,1721268900000
2024-07-19,2133347560,1721355300000
2024-07-20,2135272467,1721441700000
2024-07-21,2135673590,1721528100000
2024-07-22,2136436596,1721614500000
2024-07-23,2136267720,1721700900000
2024-07-24,2137861489,1721787292000
2024-07-25,2139158327,1721873700000
2024-07-26,2140398004,1721960100000
2024-07-27,2141090125,1722046500000
2024-07-28,2141918093,1722132900000
2024-07-29,2142157517,1722219300000
2024-07-30,2142658682,1722305700000
2024-07-31,2142815700,1722392100000
2024-08-01,2142801710,1722478500000
2024-08-02,2144837426,1722638460000
2024-08-03,2144972564,1722651300000
2024-08-04,2145585275,1722737700000
2024-08-05,2145145712,1722824100000
2024-08-06,2147417531,1722910500000
2024-08-07,2148677411,1722996900000
2024-08-08,2150222655,1723083300000
2024-08-09,2149245116,1723169700000
2024-08-10,2149922346,1723256100000
2024-08-11,2151226210,1723342500000
2024-08-12,2151062598,1723428892000
2024-08-13,2150995114,1723515300000
2024-08-14,2152125867,1723601700000
2024-08-15,2152033661,1723688100000
2024-08-16,2152984848,1723774500000
2024-08-17,2153828988,1723860900000
2024-08-18,2154125675,1723947300000
2024-08-19,2154856531,1724033700000
2024-08-20,2155537887,1724120100000
2024-08-21,2156967745,1724206500000
2024-08-22,2156655949,1724292900000
2024-08-23,2157403657,1724379292000
2024-08-24,2157170279,1724465700000
2024-08-25,2157080272,1724552100000
2024-08-26,2157713440,1724638500000
2024-08-27,2158739838,1724724900000
2024-08-28,2159043921,1724811300000
2024-08-29,2160071671,1724897692000
2024-08-30,2160573555,1724984100000
2024-08-31,2161649656,1725070500000
2024-09-01,2161777717,1725156900000
2024-09-02,2163268008,1725301771000
2024-09-03,2163792607,1725329692000
2024-09-04,2164576426,1725416092000
2024-09-05,2165909842,1725502492000
2024-09-06,2166457050,1725588900000
2024-09-07,2166489539,1725675300000
2024-09-08,2167796832,1725761700000
2024-09-09,2167612325,1725848092000
2024-09-10,2168815205,1725934500000
2024-09-11,2168769748,1726020892000
2024-09-12,2168828187,1726107300000
2024-09-13,2169991801,1726193700000
2024-09-14,2170411689,1726280100000
2024-09-15,2170926912,1726366500000
2024-09-16,2172379061,1726452892000
2024-09-17,2173297609,1726539300000
2024-09-18,2173676541,1726625700000
2024-09-19,2174051778,1726712100000
2024-09-20,2174814568,1726798500000
2024-09-21,2175297079,1726884900000
2024-09-22,2176133928,1726971300000
2024-09-23,2176788247,1727057700000
2024-09-24,2176746637,1727144100000
2024-09-25,2176537476,1727230500000
2024-09-26,2177679704,1727316892000
2024-09-27,2177162429,1727403300000
2024-09-28,2177490138,1727489692000
2024-09-29,2177963538,1727576100000
2024-09-30,2179155167,1727662500000
2024-10-01,2179243592,1727748900000
2024-10-02,2180909598,1727835300000
2024-10-03,2179648073,1727921700000
2024-10-05,2178493070,1728094500000
2024-10-06,2178548216,1728180892000
2024-10-07,2178651131,1728267300000
2024-10-08,2179413304,1728353692000
2024-10-09,2179290367,1728440092000
2024-10-10,2180992339,1728526500000
2024-10-11,2182451148,1728612900000
2024-10-12,2183179890,1728699300000
2024-10-13,2182837665,1728785700000
2024-10-14,2182528564,1728872100000
2024-10-15,2182774159,1728958500000
2024-10-16,2184159964,1729044900000
2024-10-17,2185068385,1729131300000
2024-10-18,2184644128,1729217692000
2024-10-19,2185146404,1729304100000
2024-10-20,2185962453,1729390500000
