date,value,x
2025-01-04,11792181801,1735956900000
2025-01-06,11791431406,1736129700000
2025-01-07,11791249736,1736216100000
2025-01-09,12768460636,1736388900000
2025-01-10,12775936963,1736475300000
2025-01-12,12730901089,1736715510000
2025-01-13,12730400934,1736734500000
2025-01-14,12697715703,1736872551000
2025-01-16,12697082024,1737005580000
2025-01-17,12673125795,1737084581000
2025-01-18,12688447766,1737171460000
2025-01-19,12699170570,1737252892000
2025-01-21,12615934868,1737425700000
2025-01-22,13109762964,1737557241000
2025-01-23,13126616609,1737657562000
2025-01-24,13128532802,1737684900000
2025-01-25,13137381670,1737843530000
2025-01-26,13136645967,1737857700000
2025-01-27,13141245474,1737944100000
2025-01-29,13137713615,1738121402000
2025-01-30,13144021718,1738205360000
2025-01-31,13143444189,1738289700000
2025-02-01,13151063171,1738376092000
2025-02-02,11603745235,1738462492000
2025-02-03,12129794398,1738548900000
2025-02-04,12031005972,1738635300000
2025-02-05,12526944027,1738721700000
2025-02-06,12540507745,1738808100000
2025-02-07,12542964113,1738894500000
2025-02-09,12527195130,1739067300000
2025-02-10,12527364305,1739153700000
2025-02-11,12527964835,1739314980000
2025-02-12,12530305856,1739365940000
2025-02-13,12532703396,1739412892000
2025-02-14,12532319122,1739499300000
2025-02-15,12491624926,1739585700000
2025-02-16,12491452893,1739672100000
2025-02-17,12491302453,1739758500000
2025-02-19,12506285364,1739931300000
2025-02-20,12507527356,1740017700000
2025-02-21,12513984195,1740104100000
2025-02-22,12532165338,1740190492000
2025-02-23,12534672887,1740276900000
2025-02-24,12534430936,1740363300000
2025-02-25,12548533030,1740449692000
2025-02-26,12551575313,1740536092000
2025-02-27,12550429164,1740628332000
2025-02-28,12549309750,1740708900000
2025-03-01,11555090896,1740795300000
2025-03-02,11536256030,1740881700000
2025-03-03,11490589450,1740968100000
2025-03-04,12494649256,1741054500000
2025-03-05,13019764554,1741150192000
2025-03-06,13028232989,1741232780000
2025-03-07,13030656230,1741313700000
2025-03-08,13053029495,1741400100000
2025-03-09,13052167258,1741486500000
2025-03-11,13070120078,1741659300000
2025-03-12,13070628482,1741749901000
2025-03-13,13083247622,1741835140000
2025-03-14,13083598239,1741918500000
2025-03-15,13083638910,1742004900000
2025-03-16,13083495141,1742091300000
2025-03-18,13102254934,1742264100000
2025-03-19,13115220280,1742422420000
2025-03-20,13113257369,1742436900000
2025-03-22,13113707874,1742625160000
2025-03-23,13114333343,1742714402000
2025-03-24,13114023032,1742782500000
2025-03-25,13112907919,1742878661000
2025-03-26,13108227694,1742961960000
2025-03-27,13146251869,1743041700000
2025-03-31,12146848124,1743387300000
2025-04-01,12146031605,1743473700000
2025-04-05,12156678015,1743893581000
2025-04-06,12157220643,1743966450000
2025-04-07,11490483686,1744033162000
2025-04-08,11489246265,1744079980000
2025-04-09,11528939847,1744164901000
2025-04-10,11527534368,1744259221000
2025-04-11,11132776079,1744337700000
2025-04-12,11133178581,1744476610000
2025-04-14,11134667268,1744606531000
2025-04-16,11134215901,1744768991000
2025-04-17,11134641792,1744856100000
2025-04-18,11135344740,1744942500000
2025-04-20,11135039224,1745128750000
2025-04-24,11128854004,1745472730000
2025-04-25,11625368820,1745551731000
2025-04-26,11624132272,1745655352000
2025-04-27,11624541028,1745720100000
2025-04-28,11623179578,1745806500000
2025-04-29,12619971461,1745892892000
2025-04-30,12620871640,1745992272000
2025-05-01,12621385801,1746072250000
2025-05-02,12119997176,1746152100000
2025-05-03,13120422250,1746238500000
2025-05-04,13120628109,1746324900000
2025-05-05,13121025383,1746411300000
2025-05-06,12124113791,1746497700000
2025-05-07,12125960181,1746584100000
2025-05-08,11626467326,1746670500000
2025-05-10,11619108879,1746843300000
2025-05-11,12602316158,1746929700000
2025-05-12,12607489051,1747016292000
2025-05-13,12575044643,1747102500000
2025-05-14,12574467795,1747191292000
2025-05-15,12569786725,1747275300000
2025-05-16,12570718554,1747361692000
2025-05-17,12571149533,1747448100000
2025-05-18,12572609036,1747534500000
2025-05-19,12573670130,1747631880000
2025-05-20,12577305775,1747707300000
2025-05-21,12560602248,1747793700000
2025-05-22,12543026834,1747880100000
2025-05-23,12543433270,1747975310000
2025-05-24,12551798740,1748052900000
2025-05-28,12550095340,1748398500000
2025-05-30,11554716924,1748584900000
2025-06-01,11555898659,1748760801000
